profile_id,event_ts,event_name,purchased_7d
2375,2025-03-01T01:55:30,SMS Delivered,0
2619,2025-01-17T14:04:45,Blotout Viewed Product Xyz,0
203,2025-02-26T01:48:14,Clicked email link,0
1721,2025-02-10T13:09:42,SMS Sent,0
2365,2025-01-27T00:54:20,Clicked email to unsubscribe,0
773,2025-02-18T04:18:58,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
2674,2025-03-04T09:38:03,Black Crow Identified,0
1644,2025-03-24T03:56:25,Active on Site,0
1219,2025-01-30T10:42:25,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
2564,2025-01-02T00:58:53,SMS Sent,0
1662,2025-02-26T02:32:21,Blotout Viewed Product Xyz,0
2471,2025-04-12T05:06:34,Order Placed,1
2400,2025-03-01T00:49:38,Viewed Product XYZ   ,0
2275,2025-01-17T06:05:48,Placed Order,1
716,2025-01-01T12:07:26,SMS Delivered,0
874,2025-03-22T09:59:37,Viewed Product XYZ   ,0
2239,2025-02-01T02:51:36,Placed Order,1
1449,2025-02-13T17:03:52,Email Open,0
1608,2025-03-12T13:34:33,Unsubscribed,0
2921,2025-04-02T01:52:05,Black Crow Identified,0
2871,2025-04-04T04:02:28,Placed Order,1
1512,2025-02-21T04:58:19,SMS Sent,0
2086,2025-03-04T07:08:15,Black Crow Identified,0
429,2025-03-05T07:40:14,Order Placed,1
1719,2025-04-30T02:53:45,Placed Order,1
1573,2025-03-18T18:38:57,Blotout Viewed Product Xyz,1
622,2025-02-13T10:47:33,Email Open,0
836,2025-01-26T17:27:37,SMS Delivered,0
1070,2025-03-18T23:28:00,Black Crow Identified,0
2242,2025-04-05T10:54:07,Black Crow Identified,0
974,2025-02-21T02:02:16,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
3,2025-01-25T13:00:40,Unsubscribed,0
1939,2025-04-10T12:53:11,Unsubscribed,0
586,2025-01-18T01:23:10,SMS Delivered,0
541,2025-02-05T14:10:30,Viewed Product.,0
121,2025-03-28T02:14:34,Placed Order,1
2165,2025-01-01T13:41:10,Active on Site,0
553,2025-03-19T11:41:41,Blotout Viewed Product Xyz,0
973,2025-01-05T01:15:11,Viewed Product.,0
511,2025-03-08T17:11:23,Active on Site,0
1167,2025-02-06T02:46:14,Unsubscribed,0
1613,2025-03-01T21:17:07,Black Crow Identified,0
2661,2025-04-11T19:30:07,Placed Order,1
1351,2025-01-12T09:49:20,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
2015,2025-01-13T20:06:26,SMS Sent,0
2572,2025-04-25T12:41:42,Clicked email link,0
315,2025-02-03T16:18:39,Active on Site,0
799,2025-02-14T18:20:59,Order Placed,1
721,2025-03-18T05:05:37,Unsubscribed,0
2265,2025-01-20T23:05:58,Blotout Viewed Product Xyz,0
917,2025-02-12T12:31:36,Clicked email to unsubscribe,0
2238,2025-03-12T17:18:57,Placed Order,1
2520,2025-01-31T06:52:39,Clicked Email,0
345,2025-04-29T08:15:52,Viewed Product.,0
2603,2025-02-04T07:47:42,Placed Order,1
2215,2025-01-30T07:54:29,Unsubscribed,0
2621,2025-01-29T07:08:20,SMS Delivered,0
1816,2025-03-21T01:14:42,Black Crow Identified,0
2328,2025-02-17T04:58:58,Clicked email to unsubscribe,0
2880,2025-04-01T21:41:05,Viewed Product.,0
1885,2025-04-12T22:20:46,Active on Site,0
2121,2025-02-18T13:35:57,Clicked email to unsubscribe,0
2059,2025-03-23T06:14:27,Email Open,0
2421,2025-03-24T04:27:53,Clicked email link,0
2680,2025-02-23T20:03:26,SMS Sent,0
2862,2025-04-10T07:50:05,Black Crow Identified,0
193,2025-01-03T09:12:14,Opened Email,0
2842,2025-03-18T10:27:44,SMS Delivered,0
5,2025-01-23T01:12:29,Placed Order,1
1470,2025-02-27T10:11:42,Clicked email link,0
2736,2025-01-15T13:31:04,Viewed Product XYZ   ,0
2102,2025-01-12T10:22:42,Active on Site,0
181,2025-04-22T18:34:54,Opened Email,0
2269,2025-01-06T08:40:34,Viewed Product XYZ   ,0
2919,2025-03-25T20:56:20,Viewed Product.,0
2355,2025-03-11T10:11:16,Email Open,0
811,2025-02-14T14:44:06,Email Open,0
2903,2025-02-11T11:39:49,Clicked Email,0
138,2025-04-24T23:49:03,SMS Sent,0
295,2025-01-11T04:31:49,Unsubscribed,0
1292,2025-03-29T02:49:18,Unsubscribed,0
2777,2025-01-25T12:40:55,Clicked email link,0
462,2025-02-26T11:22:44,Blotout Viewed Product Xyz,0
104,2025-04-15T21:29:42,Email Open,0
2220,2025-01-31T11:59:00,Active on Site,0
2942,2025-04-15T22:05:58,Placed Order,1
1145,2025-01-11T22:13:29,SMS Delivered,0
2461,2025-04-02T22:17:19,Opened Email,0
2271,2025-02-01T10:28:27,Unsubscribed,0
258,2025-01-20T14:30:32,Black Crow Identified,0
1352,2025-04-27T15:05:30,Black Crow Identified,0
564,2025-01-31T13:40:37,Placed Order,1
756,2025-02-19T09:08:03,Placed Order,1
1512,2025-04-25T10:32:38,Unsubscribed,0
56,2025-01-18T02:26:34,Viewed Product.,0
2423,2025-02-12T02:01:29,Email Open,0
2450,2025-01-25T09:40:33,SMS Delivered,0
1258,2025-02-04T15:17:53,Clicked email to unsubscribe,0
931,2025-02-26T15:09:20,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
967,2025-03-13T15:59:27,Clicked email to unsubscribe,0
1928,2025-01-01T14:29:07,Unsubscribed,0
2966,2025-01-27T00:24:30,Black Crow Identified,0
1404,2025-03-11T04:05:04,Opened Email,0
2607,2025-03-08T01:13:32,Clicked email link,0
2737,2025-02-25T04:09:44,Opened Email,0
2445,2025-02-25T17:54:20,Blotout Viewed Product Xyz,0
109,2025-01-07T17:49:09,Clicked email to unsubscribe,1
1046,2025-01-16T00:57:13,Unsubscribed,0
639,2025-03-15T19:00:29,Clicked email to unsubscribe,0
1194,2025-01-06T10:50:32,Clicked email to unsubscribe,0
405,2025-03-04T14:47:27,Clicked email link,0
23,2025-04-22T05:25:47,Email Open,1
136,2025-02-23T02:30:09,Clicked Email,0
398,2025-03-16T14:43:23,Placed Order,1
1033,2025-01-19T21:32:18,Black Crow Identified,0
1457,2025-02-10T09:56:42,SMS Sent,0
1855,2025-04-13T08:05:16,SMS Delivered,0
2377,2025-01-11T23:10:32,Unsubscribed,0
2750,2025-02-08T16:20:27,SMS Delivered,0
2757,2025-01-14T12:16:23,SMS Delivered,0
1315,2025-01-05T02:37:23,Order Placed,1
29,2025-01-08T01:16:39,Unsubscribed,0
98,2025-02-20T07:41:42,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
231,2025-03-05T07:21:39,Viewed Product.,0
1666,2025-04-17T01:09:08,Black Crow Identified,0
1953,2025-03-30T01:08:57,SMS Delivered,0
2457,2025-04-30T01:19:06,SMS Delivered,0
1977,2025-04-01T07:43:00,Blotout Viewed Product Xyz,0
2181,2025-03-30T02:53:10,Order Placed,1
2140,2025-01-31T16:49:16,Clicked Email,0
2940,2025-04-23T23:46:56,Black Crow Identified,0
1045,2025-04-18T03:48:16,Unsubscribed,0
555,2025-01-07T14:03:06,Unsubscribed,0
1193,2025-02-19T03:17:33,Clicked email link,0
100,2025-01-26T13:27:08,SMS Sent,0
1806,2025-01-20T10:40:31,SMS Sent,0
2660,2025-02-15T20:48:41,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
2492,2025-03-28T18:25:28,Unsubscribed,0
1890,2025-04-02T06:16:46,Clicked Email,0
1978,2025-02-24T07:22:32,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
1255,2025-03-23T03:35:54,Viewed Product XYZ   ,0
2587,2025-02-24T06:15:07,Blotout Viewed Product Xyz,0
2844,2025-01-17T02:53:56,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
1109,2025-03-09T14:20:12,Blotout Viewed Product Xyz,0
1442,2025-04-01T22:01:54,Active on Site,0
2435,2025-01-30T17:36:33,Active on Site,0
1501,2025-02-20T22:11:32,Unsubscribed,0
2945,2025-04-20T21:47:51,Black Crow Identified,1
355,2025-04-23T00:50:54,Blotout Viewed Product Xyz,0
317,2025-04-14T11:40:33,Viewed Product XYZ   ,0
1595,2025-04-27T09:23:54,Order Placed,1
500,2025-01-05T04:32:35,Placed Order,1
1920,2025-04-01T17:14:33,SMS Sent,0
2706,2025-03-19T09:43:00,Order Placed,1
1355,2025-04-05T00:21:57,Placed Order,1
2419,2025-02-13T10:02:58,Blotout Viewed Product Xyz,0
157,2025-03-27T01:33:26,Viewed Product XYZ   ,0
2014,2025-04-28T22:02:23,Order Placed,1
1622,2025-01-14T10:47:15,Placed Order,1
2653,2025-02-23T14:04:21,Email Open,0
373,2025-04-13T04:55:24,Viewed Product XYZ   ,0
2267,2025-04-24T00:51:05,Blotout Viewed Product Xyz,0
1690,2025-02-06T09:49:10,Email Open,0
2731,2025-03-25T07:43:47,Opened Email,0
1264,2025-04-25T23:58:36,Clicked email link,0
1466,2025-01-09T14:51:48,Email Open,0
2232,2025-01-18T17:40:16,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
1388,2025-04-20T07:49:28,Clicked email link,0
779,2025-03-11T15:03:42,Blotout Viewed Product Xyz,0
2837,2025-03-08T18:39:44,Email Open,0
997,2025-04-08T20:50:18,Black Crow Identified,0
2308,2025-02-21T21:48:46,Clicked email to unsubscribe,0
1780,2025-01-13T12:17:57,Clicked Email,0
1079,2025-01-14T07:37:29,Unsubscribed,1
2386,2025-04-13T11:43:28,Clicked Email,0
1191,2025-03-12T17:57:43,Viewed Product.,0
2422,2025-03-30T03:03:47,Order Placed,1
2571,2025-01-20T22:59:08,Order Placed,1
453,2025-04-01T21:45:33,Blotout Viewed Product Xyz,0
1365,2025-02-06T21:21:00,Order Placed,1
471,2025-04-06T23:01:19,Blotout Viewed Product Xyz,0
2457,2025-04-30T00:17:00,Unsubscribed,0
2310,2025-02-11T04:28:57,Viewed Product XYZ   ,0
374,2025-03-06T23:08:13,Order Placed,1
2020,2025-04-25T14:36:44,Placed Order,1
1429,2025-03-05T22:05:00,Opened Email,0
1177,2025-04-20T10:06:26,SMS Sent,1
183,2025-03-06T19:44:50,Placed Order,1
2525,2025-03-12T22:32:33,Order Placed,1
1245,2025-02-18T21:52:48,Placed Order,1
465,2025-03-13T05:59:15,Active on Site,0
1676,2025-01-08T01:31:58,Clicked email to unsubscribe,0
2355,2025-03-31T06:03:27,Unsubscribed,0
2319,2025-03-21T01:17:15,Black Crow Identified,0
312,2025-01-03T16:50:33,Order Placed,1
777,2025-03-23T11:45:49,Unsubscribed,0
2533,2025-03-12T16:18:33,Opened Email,0
800,2025-01-03T16:30:01,Placed Order,1
2210,2025-04-16T10:08:48,Placed Order,1
1405,2025-03-06T11:23:35,Active on Site,0
831,2025-01-26T11:17:22,Viewed Product XYZ   ,0
2195,2025-03-07T18:48:06,SMS Delivered,0
2139,2025-01-17T13:48:11,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
2772,2025-04-14T19:56:05,Black Crow Identified,1
2902,2025-01-08T05:38:21,Opened Email,0
500,2025-02-02T00:59:02,Clicked email to unsubscribe,0
1682,2025-04-04T01:26:51,Clicked Email,0
877,2025-03-31T12:45:27,Black Crow Identified,0
2837,2025-01-05T04:59:25,Opened Email,0
2526,2025-04-27T13:36:58,Black Crow Identified,0
1909,2025-02-24T00:08:50,Placed Order,1
2241,2025-02-18T19:19:03,Placed Order,1
437,2025-03-11T06:11:05,Black Crow Identified,0
2928,2025-04-15T00:14:26,Opened Email,0
961,2025-01-13T07:06:46,Clicked Email,0
525,2025-02-01T01:21:20,Email Open,0
307,2025-03-16T04:41:15,Email Open,0
2737,2025-03-29T23:03:56,Black Crow Identified,1
1005,2025-03-21T07:53:51,SMS Delivered,0
564,2025-01-07T16:22:15,Clicked email to unsubscribe,0
494,2025-04-19T13:56:28,Email Open,0
904,2025-02-07T23:55:38,Email Open,0
1551,2025-02-21T17:52:40,Opened Email,0
2117,2025-03-26T07:38:25,Unsubscribed,0
792,2025-03-25T00:17:13,Opened Email,0
1017,2025-04-11T11:58:33,SMS Sent,0
2641,2025-02-05T03:25:56,Viewed Product XYZ   ,0
245,2025-04-07T07:35:33,Clicked email link,0
1650,2025-04-03T13:21:22,SMS Delivered,0
2158,2025-03-27T01:22:50,Placed Order,1
2254,2025-03-24T13:55:42,Clicked email link,1
705,2025-02-24T01:33:10,Unsubscribed,0
441,2025-04-12T11:34:23,Clicked email link,0
2637,2025-01-05T15:18:54,Active on Site,0
2190,2025-03-04T14:55:27,Clicked email to unsubscribe,0
49,2025-02-07T03:29:39,Clicked Email,0
1615,2025-04-12T08:40:11,Viewed Product XYZ   ,0
2554,2025-01-22T23:07:13,SMS Delivered,0
2544,2025-02-06T16:38:16,Viewed Product XYZ   ,0
2945,2025-03-27T02:27:21,Black Crow Identified,0
1683,2025-04-03T14:22:38,Clicked email to unsubscribe,0
595,2025-02-18T15:10:35,Email Open,0
2177,2025-02-18T13:14:07,Blotout Viewed Product Xyz,0
1575,2025-02-21T07:58:58,Placed Order,1
969,2025-01-04T13:41:28,Order Placed,1
1197,2025-04-13T13:39:36,SMS Delivered,0
1727,2025-03-02T17:34:04,Clicked Email,0
1553,2025-02-19T06:27:11,Placed Order,1
2124,2025-02-05T12:00:18,Clicked email to unsubscribe,0
684,2025-04-14T12:22:47,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
401,2025-04-19T06:51:43,Opened Email,0
1050,2025-03-05T23:40:18,Unsubscribed,0
79,2025-03-13T08:59:36,Blotout Viewed Product Xyz,0
2990,2025-03-09T19:35:57,Active on Site,0
2163,2025-04-21T00:09:17,Opened Email,0
1906,2025-04-01T03:47:33,Email Open,0
1071,2025-04-19T06:29:13,Clicked email to unsubscribe,0
528,2025-02-28T03:58:55,SMS Sent,0
1703,2025-01-02T03:59:04,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
1345,2025-03-27T03:33:29,Black Crow Identified,0
45,2025-01-24T16:21:59,Email Open,0
2585,2025-04-26T05:27:39,Opened Email,1
1711,2025-03-06T10:20:06,Clicked email to unsubscribe,0
836,2025-03-30T18:33:37,Clicked Email,0
263,2025-03-13T10:29:37,Opened Email,0
2233,2025-02-25T14:09:35,Clicked email to unsubscribe,0
1538,2025-04-20T00:01:10,Viewed Product XYZ   ,0
511,2025-03-23T13:10:44,SMS Delivered,0
2462,2025-03-27T12:58:00,Blotout Viewed Product Xyz,0
913,2025-04-29T15:43:00,Viewed Product XYZ   ,0
215,2025-04-21T09:29:27,Order Placed,1
326,2025-01-18T19:49:11,Placed Order,1
862,2025-04-27T08:25:20,Clicked Email,0
2159,2025-01-04T00:40:37,Email Open,0
909,2025-03-10T13:41:15,Placed Order,1
757,2025-04-20T07:14:15,Viewed Product.,0
1734,2025-01-31T11:26:43,Clicked email link,0
2423,2025-04-05T23:40:55,Active on Site,0
813,2025-02-26T11:11:17,Unsubscribed,0
211,2025-01-11T08:17:10,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
2787,2025-02-22T17:18:16,Clicked email link,0
2244,2025-04-19T08:20:44,Viewed Product.,0
367,2025-03-28T00:08:24,Clicked Email,0
1337,2025-02-15T01:11:25,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
714,2025-04-04T21:57:46,Viewed Product.,0
2144,2025-04-15T15:05:50,Clicked Email,0
2641,2025-03-23T10:45:02,Active on Site,0
2283,2025-01-12T18:00:14,Black Crow Identified,0
1668,2025-01-13T14:01:54,Black Crow Identified,0
1947,2025-02-10T11:34:26,Clicked email to unsubscribe,0
2334,2025-02-16T23:52:59,Viewed Product.,0
705,2025-02-12T02:51:41,Active on Site,0
1173,2025-04-13T19:32:29,SMS Delivered,0
347,2025-01-01T08:04:59,Opened Email,0
1025,2025-03-20T14:39:41,Clicked email link,1
2942,2025-01-09T18:50:51,Clicked email link,0
340,2025-02-10T04:15:32,Active on Site,0
172,2025-04-08T17:51:44,Email Open,0
2241,2025-02-16T01:28:22,SMS Delivered,0
248,2025-04-24T00:55:36,Viewed Product.,0
1243,2025-03-02T07:46:24,SMS Delivered,0
2412,2025-04-13T04:04:29,Order Placed,1
2834,2025-04-21T19:13:11,Blotout Viewed Product Xyz,0
954,2025-03-19T03:43:41,Active on Site,0
1725,2025-02-11T07:33:46,Email Open,0
504,2025-04-22T07:45:48,Clicked email to unsubscribe,0
807,2025-03-23T12:59:48,Active on Site,0
213,2025-04-24T06:48:46,SMS Sent,0
1123,2025-01-24T05:11:27,Clicked Email,0
1296,2025-04-21T15:50:31,SMS Sent,1
53,2025-02-01T23:50:35,Email Open,1
279,2025-01-03T06:36:00,SMS Delivered,0
1669,2025-03-12T03:37:15,Email Open,0
2909,2025-03-19T08:49:17,Opened Email,0
2431,2025-04-07T11:07:04,Email Open,0
1076,2025-04-24T09:27:00,Active on Site,0
379,2025-01-10T02:51:10,Clicked email link,0
1679,2025-01-24T12:33:32,Viewed Product XYZ   ,0
1448,2025-02-12T21:43:01,Black Crow Identified,0
1089,2025-01-25T23:37:32,Black Crow Identified,0
880,2025-03-12T06:45:22,Viewed Product XYZ   ,0
460,2025-01-05T11:46:32,Blotout Viewed Product Xyz,0
2735,2025-04-10T07:18:37,Order Placed,1
642,2025-01-19T11:51:16,Opened Email,0
1044,2025-03-30T19:06:46,Blotout Viewed Product Xyz,0
1268,2025-01-29T18:17:19,Viewed Product XYZ   ,0
1748,2025-04-03T03:46:16,Blotout Viewed Product Xyz,0
1796,2025-03-16T17:29:57,Placed Order,1
839,2025-04-15T10:11:42,Opened Email,0
2226,2025-01-10T05:03:57,Email Open,0
454,2025-03-03T16:43:42,Black Crow Identified,0
1870,2025-04-13T06:58:37,Unsubscribed,0
1673,2025-04-27T10:41:58,Placed Order,1
2827,2025-03-21T16:12:40,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
2426,2025-03-17T13:38:13,SMS Delivered,0
338,2025-03-09T01:09:52,Clicked Email,0
1876,2025-02-18T18:45:43,Email Open,0
1678,2025-03-31T06:42:57,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,1
1459,2025-04-08T09:51:50,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
1292,2025-03-04T10:47:43,Viewed Product XYZ   ,0
1801,2025-04-08T12:32:42,Clicked email link,0
2726,2025-04-12T05:00:17,Email Open,0
276,2025-02-01T12:13:11,Placed Order,1
2515,2025-03-31T01:42:43,Placed Order,1
2755,2025-04-11T21:40:00,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
1498,2025-04-19T09:31:25,Clicked email link,0
1788,2025-04-03T09:49:27,Viewed Product.,0
2899,2025-01-01T17:33:39,Active on Site,0
2730,2025-04-02T13:27:36,SMS Delivered,1
1238,2025-04-07T14:50:18,Viewed Product.,0
662,2025-01-17T04:14:51,Clicked Email,0
2192,2025-02-23T13:07:44,Placed Order,1
2584,2025-04-20T22:11:46,SMS Delivered,1
2921,2025-04-29T10:11:05,Placed Order,1
1373,2025-02-14T19:13:24,Black Crow Identified,0
586,2025-02-03T19:25:41,Active on Site,0
1526,2025-01-18T03:26:05,Viewed Product.,0
2543,2025-04-17T21:22:05,Email Open,0
1334,2025-04-08T12:07:56,Active on Site,0
695,2025-02-24T01:07:40,Order Placed,1
2370,2025-03-12T11:50:50,SMS Sent,0
1316,2025-01-03T13:37:29,Active on Site,0
362,2025-02-24T02:23:25,Clicked Email,0
139,2025-02-27T00:23:59,SMS Sent,0
5,2025-04-29T21:17:28,SMS Sent,0
2163,2025-03-15T04:53:57,Clicked Email,0
1195,2025-03-02T20:10:27,Placed Order,1
1230,2025-03-30T17:09:48,Viewed Product XYZ   ,0
2990,2025-04-14T16:34:13,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
635,2025-02-08T07:05:41,Blotout Viewed Product Xyz,0
2025,2025-04-29T11:01:39,Viewed Product XYZ   ,0
296,2025-01-26T00:09:56,Black Crow Identified,0
2319,2025-03-18T09:22:47,Viewed Product.,0
1054,2025-03-23T17:03:31,Active on Site,0
757,2025-04-20T22:14:30,Blotout Viewed Product Xyz,0
105,2025-02-06T11:39:29,Placed Order,1
2010,2025-02-01T10:35:12,Clicked email to unsubscribe,0
616,2025-03-19T01:17:59,Active on Site,0
2132,2025-02-19T05:28:59,SMS Sent,0
1476,2025-04-13T20:39:21,SMS Sent,0
2303,2025-01-27T00:13:59,Clicked Email,0
669,2025-01-05T20:59:07,Opened Email,0
1458,2025-04-08T13:10:22,Opened Email,0
844,2025-01-13T05:30:02,Viewed Product.,0
650,2025-02-02T00:33:16,Clicked email link,0
2386,2025-03-10T12:12:59,Active on Site,0
1471,2025-04-30T03:42:48,Viewed Product XYZ   ,0
397,2025-03-21T03:09:48,Order Placed,1
2137,2025-01-24T07:03:11,Viewed Product.,0
2804,2025-02-07T06:07:29,Email Open,0
1386,2025-04-03T20:33:48,Black Crow Identified,0
2153,2025-04-14T08:45:11,SMS Sent,0
365,2025-01-28T06:41:24,Order Placed,1
2615,2025-01-27T03:01:57,Active on Site,0
316,2025-04-14T07:19:26,Placed Order,1
2946,2025-02-02T16:41:01,Opened Email,0
2895,2025-03-19T23:04:47,Blotout Viewed Product Xyz,0
2908,2025-01-31T21:53:41,Clicked email to unsubscribe,0
1422,2025-01-17T03:36:52,Viewed Product.,0
562,2025-04-29T07:52:19,Order Placed,1
1125,2025-02-03T21:51:56,Clicked Email,0
1180,2025-02-27T02:04:34,SMS Delivered,0
1869,2025-02-04T12:52:53,SMS Delivered,0
1572,2025-04-08T16:30:32,Clicked email to unsubscribe,0
1156,2025-01-08T03:31:13,Unsubscribed,0
2381,2025-03-14T03:47:14,Clicked Email,0
736,2025-03-31T21:25:45,Opened Email,0
2901,2025-02-17T13:48:34,Unsubscribed,0
2018,2025-04-22T13:37:47,Viewed Product XYZ   ,0
1234,2025-01-27T20:28:38,Clicked email link,0
1569,2025-03-04T01:39:08,Clicked email link,0
1426,2025-04-07T15:36:45,Viewed Product.,0
402,2025-02-03T23:47:14,Active on Site,0
295,2025-04-22T04:25:13,Opened Email,0
2887,2025-03-09T01:26:53,Clicked email to unsubscribe,0
2007,2025-02-15T09:09:57,Clicked Email,0
1093,2025-04-22T02:30:50,Opened Email,0
2422,2025-04-15T12:51:59,SMS Delivered,0
777,2025-04-28T00:46:34,Order Placed,1
1594,2025-01-15T04:10:41,Clicked email to unsubscribe,0
1236,2025-02-08T19:13:02,SMS Delivered,0
2504,2025-04-17T01:17:54,Email Open,0
2294,2025-02-05T06:47:39,Viewed Product XYZ   ,0
2398,2025-04-20T20:02:24,Opened Email,1
83,2025-01-18T22:37:24,Viewed Product.,0
2590,2025-01-26T21:57:11,Clicked Email,0
3000,2025-04-20T00:47:36,Unsubscribed,0
2409,2025-01-29T23:48:18,SMS Sent,1
1157,2025-02-19T08:39:52,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
1516,2025-01-28T19:57:02,Active on Site,0
303,2025-04-10T14:25:26,SMS Sent,0
2664,2025-02-26T01:01:14,Clicked email link,0
1571,2025-03-11T04:01:59,SMS Delivered,0
476,2025-01-15T22:19:30,SMS Sent,0
2816,2025-01-13T03:57:53,Unsubscribed,0
1400,2025-02-15T07:51:41,Unsubscribed,0
977,2025-02-21T09:56:48,SMS Sent,0
1106,2025-03-19T11:55:33,SMS Sent,0
2624,2025-04-22T02:19:13,Email Open,0
1928,2025-04-07T21:08:49,Clicked email link,0
2836,2025-01-12T00:06:37,Clicked Email,0
1305,2025-03-18T21:32:57,Unsubscribed,0
1,2025-03-30T13:40:13,Black Crow Identified,0
2453,2025-03-03T21:18:10,Email Open,0
649,2025-04-08T03:59:49,Black Crow Identified,0
2748,2025-02-25T15:49:45,Opened Email,0
195,2025-04-25T22:57:34,Black Crow Identified,0
2325,2025-03-04T01:29:48,SMS Delivered,0
205,2025-02-15T14:26:33,Order Placed,1
2314,2025-03-23T17:19:00,Email Open,0
1938,2025-03-30T09:39:33,Clicked Email,0
2637,2025-02-01T01:59:42,Blotout Viewed Product Xyz,0
2847,2025-04-21T08:49:11,Viewed Product.,0
1027,2025-01-16T15:08:00,Order Placed,1
1116,2025-02-09T21:50:00,Opened Email,1
866,2025-03-29T08:19:18,SMS Sent,0
137,2025-02-06T04:06:46,Placed Order,1
1545,2025-04-29T20:55:43,Clicked email link,0
407,2025-03-27T12:42:31,Order Placed,1
2403,2025-03-07T08:37:07,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,1
81,2025-02-23T19:24:50,Unsubscribed,0
2611,2025-01-20T17:28:25,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
807,2025-03-19T16:14:51,Clicked email to unsubscribe,0
437,2025-03-05T07:04:08,SMS Sent,0
2387,2025-01-20T06:47:47,Order Placed,1
2434,2025-01-09T06:04:25,Email Open,0
296,2025-04-19T01:52:11,Viewed Product.,0
1989,2025-03-26T17:09:25,Active on Site,0
1485,2025-02-14T13:13:34,Active on Site,0
1586,2025-01-03T06:25:33,Placed Order,1
705,2025-04-06T11:40:55,Black Crow Identified,0
1986,2025-02-28T20:18:18,Active on Site,0
1160,2025-04-07T05:22:08,Order Placed,1
2357,2025-01-03T01:51:09,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
183,2025-03-15T01:49:30,Blotout Viewed Product Xyz,0
849,2025-01-31T22:15:49,Active on Site,0
2267,2025-01-12T00:55:29,Clicked email to unsubscribe,0
1679,2025-02-12T23:59:19,Order Placed,1
2852,2025-02-17T02:10:02,Viewed Product.,0
93,2025-03-17T06:58:30,Black Crow Identified,0
259,2025-01-23T08:35:26,SMS Delivered,1
608,2025-03-14T04:51:09,Unsubscribed,0
1344,2025-02-22T07:58:33,SMS Delivered,0
2431,2025-01-19T17:27:47,Email Open,0
220,2025-04-22T13:30:10,Viewed Product.,0
2670,2025-04-16T13:23:57,Opened Email,0
2574,2025-03-31T19:04:02,Unsubscribed,0
1945,2025-03-17T16:14:16,SMS Sent,0
2973,2025-03-26T00:25:41,Clicked email to unsubscribe,0
2816,2025-03-03T15:47:14,Clicked Email,0
461,2025-02-14T17:54:00,Viewed Product XYZ   ,0
2886,2025-03-09T12:29:32,Email Open,0
2782,2025-01-28T05:30:50,Viewed Product XYZ   ,0
807,2025-03-19T14:14:14,Unsubscribed,0
2,2025-04-01T13:23:35,Blotout Viewed Product Xyz,0
2806,2025-01-08T00:32:34,SMS Sent,0
282,2025-02-03T04:54:38,Clicked Email,0
2078,2025-04-05T02:55:37,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
2014,2025-04-23T19:25:17,Clicked email link,0
1111,2025-02-09T16:40:10,SMS Sent,0
862,2025-02-12T01:32:07,Clicked email to unsubscribe,0
2047,2025-03-03T13:10:22,Placed Order,1
2017,2025-01-11T09:34:36,Email Open,0
2720,2025-04-05T00:58:15,Viewed Product.,0
1480,2025-04-08T15:18:41,Order Placed,1
242,2025-02-13T23:22:43,Placed Order,1
293,2025-03-26T16:07:22,Blotout Viewed Product Xyz,0
63,2025-02-01T11:47:40,Active on Site,0
601,2025-04-30T23:59:13,Order Placed,1
561,2025-03-24T15:15:40,Email Open,0
2263,2025-01-20T04:03:17,Placed Order,1
969,2025-03-16T05:15:20,SMS Delivered,0
1953,2025-04-16T08:54:39,SMS Sent,0
1156,2025-03-14T04:38:14,Email Open,0
1664,2025-03-19T16:32:48,Blotout Viewed Product Xyz,0
2607,2025-02-23T14:19:07,Clicked email to unsubscribe,0
621,2025-04-03T08:40:38,SMS Delivered,0
1117,2025-01-06T03:30:42,Active on Site,0
1896,2025-01-12T01:37:44,Email Open,0
2980,2025-04-11T14:58:48,Black Crow Identified,0
2163,2025-02-18T03:32:51,Clicked email to unsubscribe,0
